MarketingID,Equipo_Favorito,Compra_Diseno_Seleccion,Seleccion_Influye_Compra,Tipo_Publicidad,Tipo_Promocion,Sigue_Mundial_2026,Compraria_Tarjetas_Coleccionables
1496,México,Definitivamente no, PARAGUAY ,Un jugador famoso,Descuento directo,Sí,Sí
1497,Argentina,Probablemente sí,México,Un jugador famoso,Producto gratis,Sí,Sí
1498,Nueva Zelanda,Tal vez,Portugal,Un jugador famoso,Producto gratis,Sí,Sí
1499,Países Bajos,Definitivamente sí,Argentina,Un jugador famoso,Tarjetas coleccionables,No,No
1500,Argentina,Definitivamente sí,Argentina,Premios y sorteos,Producto gratis,Sí,No
1501,Francia,Tal vez,Portugal,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1502,España,Tal vez,Brasil,Un jugador famoso,Producto gratis,Sí,No
1503,Argentina,Definitivamente sí,Brasil,Humor,Sorteo de viajes,Sí,Sí
1504,Argentina,Definitivamente no,México,Una selección nacional,Descuento directo,Sí,Sí
1505,Argentina,Definitivamente sí,México,Un jugador famoso,Sorteo de camisetas,Sí,No
1506,Argentina,Probablemente sí,Argentina,Humor,Tarjetas coleccionables,Sí,No
1507,Estados Unidos,Probablemente no,Argentina,Humor,Tarjetas coleccionables,Sí,Sí
1508,Portugal,Definitivamente sí,México,Premios y sorteos,2x1,Sí,No
1509,Portugal,Probablemente sí,Brasil,Una selección nacional,Producto gratis,No,Sí
1510,Francia,Definitivamente no,Argentina,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1511,Alemania,Probablemente sí,Inglaterra,Una selección nacional,Descuento directo,Sí,No
1512, COLOMBIA ,Probablemente sí,Portugal,Una selección nacional,2x1,Sí,Sí
1513,Francia,Probablemente sí,México,Un jugador famoso,Sorteo de camisetas,Sí,No
1514,Francia,Definitivamente no,México,Historias de aficionados,Producto gratis,Sí,Sí
1515,Francia,Probablemente sí,Francia,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
1516,Francia,Definitivamente sí,México,Una selección nacional,Sorteo de viajes,Sí,Sí
1517,Argentina,Probablemente sí,Inglaterra,Premios y sorteos,Tarjetas coleccionables,No,Sí
1518,Brasil,Probablemente no,Estados Unidos,Una selección nacional,Descuento directo,Sí,No
1519,México,Tal vez,Francia,Historias de aficionados,2x1,Sí,Sí
1520,Argentina,Tal vez,Nueva Zelanda,Un jugador famoso,Producto gratis,No,No
1521,Argentina,Tal vez,Brasil,Historias de aficionados,Sorteo de camisetas,Sí,No
1522,Argentina,Probablemente sí,México,Una selección nacional,Sorteo de viajes,Sí,Sí
1523,South Africa,Definitivamente sí,Argentina,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
1524,Inglaterra,Definitivamente sí,Argentina,Un jugador famoso,Descuento directo,Sí,No
1525,Inglaterra,Probablemente no,Argentina,Humor,Descuento directo,No,Sí
1526,Colombia,Probablemente sí,Brasil,Una selección nacional,Producto gratis,Sí,Sí
1527,Portugal,Definitivamente no,Francia,Una selección nacional,2x1,Sí,No
1528,Portugal,Probablemente no,Argentina,Una selección nacional,Sorteo de balones,Sí,Sí
1529, ESPAÑA ,Probablemente no,México,Una selección nacional,Sorteo de camisetas,No,No
1530, MÉXICO ,Probablemente sí,España,Premios y sorteos,Descuento directo,Sí,No
1531,Portugal,Probablemente sí,Uruguay,Humor,Sorteo de viajes,Sí,No
1532,Portugal,Tal vez,Portugal,Premios y sorteos,Descuento directo,Sí,No
1533,Brasil,Probablemente no,España,Una selección nacional,2x1,Sí,Sí
1534,Brasil,Probablemente no,Francia,Historias de aficionados,2x1,Sí,No
1535,Brasil,Probablemente sí,México,Un jugador famoso,Descuento directo,Sí,No
1536,México,Probablemente sí,Brasil,Un jugador famoso,Sorteo de balones,Sí,Sí
1537,Portugal,Probablemente no,Argentina,Una selección nacional,Descuento directo,Sí,Sí
1538,Brasil,Probablemente sí,Brasil,Premios y sorteos,Descuento directo,Sí,Sí
1539,Portugal,Probablemente sí, BRASIL ,Un jugador famoso,Descuento directo,Sí,No
1540,México,Definitivamente sí,Argentina,Un jugador famoso,Descuento directo,No,No
1541,Argentina,Probablemente sí,México,Un jugador famoso,Descuento directo,No,Sí
1542,Portugal,Definitivamente sí,Portugal,Un jugador famoso,Sorteo de viajes,No,Sí
1543,Brasil,Definitivamente sí,Portugal,Un jugador famoso,Sorteo de balones,Sí,Sí
1544,Curaçao,Probablemente no,Portugal,Una selección nacional,Tarjetas coleccionables,Sí,No
1545,Inglaterra,Probablemente sí,Inglaterra,Un jugador famoso,Descuento directo,Sí,Sí
1546,Francia,Definitivamente sí,Brasil,Un jugador famoso,2x1,Sí,Sí
1547,España,Probablemente sí,Argentina,Una selección nacional,Sorteo de balones,No,No
1548,Estados Unidos,Tal vez,Portugal,Premios y sorteos,Producto gratis,Sí,No
1549,Brasil,Probablemente sí,Argentina,Historias de aficionados,2x1,Sí,Sí
1550,Uruguay,Probablemente sí,Argentina,Un jugador famoso,2x1,Sí,No
1551,Irak,Probablemente sí,México,Premios y sorteos,2x1,Sí,Sí
1552,Ghana,Probablemente sí,México,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1553,Inglaterra,Probablemente sí,Brasil,Un jugador famoso,2x1,Sí,No
1554,Portugal,Definitivamente no,Portugal,Una selección nacional,Tarjetas coleccionables,Sí,No
1555,Túnez,Probablemente sí,Argentina,Premios y sorteos,2x1,Sí,No
1556,Brasil,Tal vez,Francia,Un jugador famoso,2x1,Sí,Sí
1557,Estados Unidos,Probablemente no,Brasil,Una selección nacional,Sorteo de balones,No,Sí
1558,Francia,Definitivamente sí,Inglaterra,Premios y sorteos,Sorteo de viajes,No,Sí
1559,México,Tal vez,Paraguay,Historias de aficionados,Sorteo de camisetas,Sí,No
1560,Francia,Tal vez,Francia,Premios y sorteos,2x1,Sí,No
1561,Inglaterra,Definitivamente sí,Portugal,Una selección nacional,Producto gratis,Sí,Sí
1562,Francia,Definitivamente sí,Argentina,Premios y sorteos,Sorteo de camisetas,Sí,Sí
1563,Brasil,Probablemente sí,Argentina,Una selección nacional,Descuento directo,Sí,Sí
1564,Argentina,Tal vez,Argentina,Premios y sorteos,Sorteo de camisetas,Sí,Sí
1565,Brasil,Definitivamente sí,España,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
1566, MÉXICO ,Tal vez,No especificado,Un jugador famoso,Tarjetas coleccionables,No,No
1567,Inglaterra,Probablemente sí,Nueva Zelanda,Humor,Descuento directo,Sí,Sí
1568,Alemania,Probablemente sí,Brasil,Una selección nacional,2x1,Sí,Sí
1569,Argentina,Definitivamente sí,Inglaterra,Un jugador famoso,Tarjetas coleccionables,No,Sí
1570,México,Probablemente sí,Brasil,Premios y sorteos,Descuento directo,Sí,Sí
1571,Croacia,Definitivamente sí,Estados Unidos,Una selección nacional,Descuento directo,Sí,Sí
1572,Argentina,Probablemente no,México,Un jugador famoso,Sorteo de viajes,Sí,No
1573,Bosnia y Herzegovina,Probablemente no,Argentina,Historias de aficionados,2x1,Sí,No
1574,Inglaterra,Tal vez,Portugal,Historias de aficionados,Sorteo de camisetas,Sí,No
1575,Francia,Tal vez,Francia,Premios y sorteos,Sorteo de viajes,Sí,No
1576,Brasil,Probablemente sí,Inglaterra,Premios y sorteos,2x1,No,No
1577,Inglaterra,Tal vez,Portugal,Humor,Descuento directo,No,Sí
1578,Argentina,Probablemente sí,Portugal,Humor,2x1,Sí,Sí
1579,Argentina,Tal vez,Brasil,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1580,México,Tal vez,Paraguay,Historias de aficionados,2x1,Sí,Sí
1581,South Africa,Probablemente sí,Curaçao,Un jugador famoso,Producto gratis,Sí,Sí
1582,Costa de Marfil,Definitivamente sí,Estados Unidos,Humor,Producto gratis,Sí,Sí
1583,Estados Unidos,Probablemente sí,Portugal,Humor,2x1,Sí,No
1584,Alemania,Probablemente sí,Argentina,Historias de aficionados,Descuento directo,Sí,Sí
1585,Estados Unidos,Tal vez,Alemania,Humor,Descuento directo,Sí,Sí
1586,Brasil,Probablemente no,Estados Unidos,Un jugador famoso,Descuento directo,Sí,Sí
1587,Brasil,Definitivamente sí,México,Humor,Producto gratis,Sí,Sí
1588,Francia,Probablemente no, MÉXICO ,Historias de aficionados,Sorteo de camisetas,Sí,Sí
1589,Brasil,Definitivamente sí,Colombia,Historias de aficionados,2x1,Sí,No
1590,Argentina,Tal vez,Francia,Una selección nacional,2x1,Sí,Sí
1591,España,Definitivamente sí,Inglaterra,Una selección nacional,Producto gratis,Sí,No
1592,México,Definitivamente sí,Argentina,Humor,Tarjetas coleccionables,Sí,No
1593,Brasil,Probablemente no,Inglaterra,Un jugador famoso,Producto gratis,Sí,No
1594,Brasil,Definitivamente sí,Argentina,Una selección nacional,Descuento directo,Sí,Sí
1595,Argentina,Probablemente sí,España,Un jugador famoso,Sorteo de balones,Sí,No
1596,Uruguay,Definitivamente sí,Brasil,Humor,Producto gratis,Sí,Sí
1597, ARGENTINA ,Tal vez,Argentina,Premios y sorteos,Tarjetas coleccionables,Sí,No
1598,España,Tal vez,Argentina,Premios y sorteos,Descuento directo,Sí,No
1599,Francia,Tal vez,Argentina,Premios y sorteos,Descuento directo,Sí,Sí
1600,Argentina,Definitivamente sí,Francia,Humor,2x1,No,Sí
1601,Francia,Probablemente sí,México,Premios y sorteos,Sorteo de camisetas,Sí,No
1602,Colombia,Probablemente sí,España,Humor,Sorteo de camisetas,Sí,Sí
1603,Portugal,Probablemente sí,España,Una selección nacional,2x1,Sí,Sí
1604,Francia,Probablemente sí,Argentina,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1605,Colombia,Probablemente sí,No especificado,Humor,Descuento directo,Sí,Sí
1606,España,Probablemente sí,Brasil,Una selección nacional,Descuento directo,Sí,Sí
1607,España,Tal vez,España,Historias de aficionados,Sorteo de viajes,No,Sí
1608,Argentina,Probablemente sí,Brasil,Una selección nacional,Producto gratis,Sí,No
1609,Brasil,Probablemente no,Brasil,Historias de aficionados,2x1,Sí,Sí
1610,Portugal,Definitivamente sí,Argentina,Humor,Descuento directo,Sí,No
1611,España,Tal vez,Inglaterra,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1612,Brasil,Tal vez,No especificado,Premios y sorteos,Descuento directo,Sí,Sí
1613,Brasil,Definitivamente sí,Argentina,Premios y sorteos,2x1,Sí,No
1614,Inglaterra,Definitivamente sí,México,Un jugador famoso,2x1,Sí,No
1615,México,Tal vez,Argentina,Humor,Sorteo de balones,Sí,No
1616,Argentina,Probablemente sí,Francia,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1617,Argentina,Probablemente sí,Argentina,Humor,Sorteo de viajes,No,Sí
1618,Brasil,Probablemente sí,México,Humor,2x1,Sí,Sí
1619,Portugal,Probablemente sí,Argentina,Una selección nacional,2x1,Sí,No
1620,Estados Unidos,Tal vez,Argentina,Humor,Tarjetas coleccionables,Sí,Sí
1621,Francia,Probablemente sí,Estados Unidos,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1622,Brasil,Probablemente sí,Argentina,Un jugador famoso,Sorteo de balones,Sí,Sí
1623,España,Probablemente no,Argentina,Una selección nacional,Producto gratis,Sí,Sí
1624,México,Definitivamente sí,Qatar,Un jugador famoso,2x1,Sí,No
1625,Argentina,Definitivamente sí,Argentina,Un jugador famoso,Descuento directo,Sí,Sí
1626,Francia,Tal vez,Brasil,Un jugador famoso,Sorteo de balones,Sí,No
1627,España,Tal vez,Colombia,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1628,Brasil,Definitivamente sí,Estados Unidos,Una selección nacional,Descuento directo,No,Sí
1629,Brasil,Probablemente sí,No especificado,Humor,Tarjetas coleccionables,Sí,Sí
1630,Inglaterra,Tal vez,México,Humor,Sorteo de camisetas,Sí,No
1631,Marruecos,Tal vez,Uruguay,Humor,Descuento directo,Sí,Sí
1632,Francia,Definitivamente sí,Colombia,Humor,Producto gratis,Sí,No
1633,Brasil,Tal vez,Colombia,Un jugador famoso,2x1,Sí,Sí
1634,Portugal,Tal vez,Argentina,Historias de aficionados,Sorteo de viajes,Sí,Sí
1635, FRANCIA ,Definitivamente sí,Uruguay,Humor,Sorteo de camisetas,Sí,Sí
1636,Portugal,Probablemente no,Australia,Un jugador famoso,Descuento directo,Sí,No
1637,Inglaterra,Tal vez,Czechia,Premios y sorteos,2x1,Sí,Sí
1638,México,Probablemente sí,Argentina,Humor,2x1,No,No
1639,España,Probablemente sí,Inglaterra,Historias de aficionados,2x1,No,Sí
1640,Argentina,Probablemente sí,Portugal,Premios y sorteos,Descuento directo,Sí,No
1641,Congo DR,Probablemente no,Colombia,Un jugador famoso,Descuento directo,No,Sí
1642,Brasil,Probablemente sí,Senegal,Premios y sorteos,2x1,Sí,Sí
1643,Argentina,Tal vez,Inglaterra,Un jugador famoso,Descuento directo,Sí,Sí
1644,Brasil,Tal vez,México,Humor,2x1,Sí,Sí
1645,España,Tal vez,Brasil,Una selección nacional,Producto gratis,Sí,Sí
1646,Colombia,Probablemente sí,Portugal,Una selección nacional,Descuento directo,Sí,No
1647,Argentina,Probablemente no,Estados Unidos,Humor,Producto gratis,Sí,Sí
1648,Argentina,Probablemente sí,Portugal,Una selección nacional,Producto gratis,Sí,Sí
1649,Argentina,Tal vez,Argentina,Historias de aficionados,Descuento directo,Sí,Sí
1650,Australia,Definitivamente no,Argentina,Un jugador famoso,Tarjetas coleccionables,No,Sí
1651,Portugal,Probablemente sí,Brasil,Premios y sorteos,Tarjetas coleccionables,Sí,No
1652,España,Probablemente sí,Argentina,Un jugador famoso,Sorteo de viajes,Sí,No
1653,Argentina,Probablemente sí,Portugal,Historias de aficionados,Producto gratis,Sí,Sí
1654,Estados Unidos,Probablemente no,Argentina,Una selección nacional,Sorteo de camisetas,Sí,Sí
1655,Colombia,Probablemente sí,Portugal,Una selección nacional,Sorteo de camisetas,Sí,Sí
1656,España,Definitivamente no,Francia,Historias de aficionados,Descuento directo,No,No
1657,Francia,Probablemente sí,Estados Unidos,Un jugador famoso,Tarjetas coleccionables,No,No
1658,Estados Unidos,Tal vez,España,Un jugador famoso,Sorteo de balones,Sí,No
1659,Jordania,Definitivamente sí,México,Premios y sorteos,Sorteo de camisetas,Sí,No
1660,Inglaterra,Tal vez,Argentina,Humor,2x1,Sí,No
1661,Francia,Definitivamente sí,South Africa,Humor,Sorteo de balones,Sí,Sí
1662,Uruguay,Probablemente sí,España,Un jugador famoso,Descuento directo,Sí,Sí
1663,España,Tal vez,Argentina,Premios y sorteos,Descuento directo,Sí,Sí
1664,México,Definitivamente sí, EGIPTO ,Humor,2x1,Sí,No
1665,Brasil,Probablemente sí,México,Premios y sorteos,Sorteo de viajes,Sí,No
1666,Portugal,Definitivamente sí,México,Historias de aficionados,Sorteo de viajes,Sí,Sí
1667,Colombia,Probablemente no,México,Una selección nacional,Tarjetas coleccionables,No,Sí
1668,Alemania,Probablemente sí,Colombia,Una selección nacional,Tarjetas coleccionables,Sí,No
1669,Inglaterra,Tal vez,Brasil,Humor,2x1,Sí,Sí
1670,Argentina,Definitivamente sí,España,Un jugador famoso,Sorteo de viajes,No,No
1671,Uruguay,Probablemente sí,Brasil,Una selección nacional,2x1,No,Sí
1672,Brasil,Definitivamente no,Argentina,Historias de aficionados,Producto gratis,Sí,Sí
1673,Francia,Probablemente sí,Inglaterra,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1674, ESPAÑA ,Probablemente sí,Brasil,Premios y sorteos,Sorteo de viajes,Sí,Sí
1675,Brasil,Probablemente sí,Brasil,Humor,Tarjetas coleccionables,Sí,No
1676,Argentina,Probablemente no,Brasil,Premios y sorteos,Descuento directo,Sí,Sí
1677,España,Definitivamente sí, MÉXICO ,Una selección nacional,Producto gratis,Sí,Sí
1678,España,Definitivamente sí,Portugal,Humor,Tarjetas coleccionables,Sí,Sí
1679,Francia,Probablemente no,México,Un jugador famoso,Tarjetas coleccionables,Sí,No
1680,España,Tal vez,Colombia,Premios y sorteos,Producto gratis,Sí,No
1681,México,Definitivamente no,Brasil,Una selección nacional,2x1,Sí,No
1682,Uruguay,Probablemente sí,Alemania,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1683, PORTUGAL ,Definitivamente no,México,Premios y sorteos,Tarjetas coleccionables,Sí,No
1684,Argentina,Definitivamente no,Brasil,Premios y sorteos,Sorteo de camisetas,No,Sí
1685,Francia,Tal vez,Alemania,Humor,2x1,Sí,No
1686,México,Tal vez,Francia,Historias de aficionados,2x1,Sí,No
1687,Argentina,Probablemente no,Colombia,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1688,Francia,Probablemente sí,México,Historias de aficionados,Descuento directo,Sí,Sí
1689,Francia,Probablemente sí,Inglaterra,Una selección nacional,Producto gratis,Sí,No
1690,México,Tal vez,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1691,México,Probablemente no,Brasil,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1692,Argentina,Probablemente sí,Brasil,Un jugador famoso,Descuento directo,Sí,No
1693,Arabia Saudita,Definitivamente sí,Alemania,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1694,Qatar,Tal vez,Argentina,Humor,2x1,Sí,Sí
1695,Francia,Definitivamente sí,Francia,Historias de aficionados,Sorteo de camisetas,Sí,Sí
1696,Portugal,Probablemente no,Francia,Premios y sorteos,Sorteo de balones,Sí,Sí
1697,Brasil,Definitivamente sí,México,Un jugador famoso,2x1,Sí,Sí
1698,España,Definitivamente sí,Argentina,Historias de aficionados,Sorteo de camisetas,Sí,No
1699,Argentina,Probablemente no,España,Humor,Descuento directo,No,No
1700,Argentina,Definitivamente sí,Francia,Historias de aficionados,Sorteo de viajes,Sí,Sí
1701,Argentina,Probablemente sí,Portugal,Premios y sorteos,Sorteo de camisetas,Sí,Sí
1702,Inglaterra,Probablemente sí,Brasil,Una selección nacional,2x1,Sí,Sí
1703,México,Definitivamente sí, FRANCIA ,Historias de aficionados,2x1,Sí,Sí
1704,Argentina,Probablemente no,México,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
1705,Brasil,Probablemente sí,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,No
1706, ARGENTINA ,Definitivamente sí,Argentina,Premios y sorteos,Producto gratis,Sí,Sí
1707,Argentina,Tal vez,Francia,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1708,Francia,Probablemente sí,México,Un jugador famoso,Tarjetas coleccionables,No,Sí
1709,Portugal,Probablemente no,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1710,México,Probablemente sí,Inglaterra,Un jugador famoso,2x1,Sí,No
1711,Canadá,Definitivamente sí,Brasil,Humor,Tarjetas coleccionables,Sí,No
1712,Francia,Tal vez,Alemania,Una selección nacional,Descuento directo,Sí,Sí
1713,Colombia,Probablemente sí,Francia,Premios y sorteos,2x1,Sí,Sí
1714,México,Definitivamente sí,Inglaterra,Un jugador famoso,2x1,Sí,Sí
1715,Inglaterra,Tal vez,Argentina,Premios y sorteos,2x1,No,Sí
1716,Brasil,Definitivamente sí,España,Premios y sorteos,Sorteo de camisetas,Sí,No
1717,Argentina,Probablemente sí,Colombia,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1718,Argelia,Probablemente sí,España,Humor,Sorteo de balones,Sí,No
1719,Argentina,Definitivamente no,Portugal,Un jugador famoso,Tarjetas coleccionables,Sí,No
1720,México,Probablemente sí,Croacia,Un jugador famoso,Descuento directo,No,No
1721,Panamá,Probablemente sí,Inglaterra,Una selección nacional,Sorteo de balones,Sí,Sí
1722,México,Definitivamente sí,Türkiye,Un jugador famoso,Sorteo de viajes,Sí,Sí
1723,Portugal,Probablemente sí,Brasil,Humor,Tarjetas coleccionables,Sí,Sí
1724,Francia,Definitivamente sí,Inglaterra,Premios y sorteos,Sorteo de camisetas,Sí,No
1725,Inglaterra,Probablemente sí,Argentina,Un jugador famoso,2x1,Sí,Sí
1726,Argentina,Probablemente sí,Colombia,Una selección nacional,2x1,No,Sí
1727,Estados Unidos,Probablemente sí,España,Humor,Sorteo de camisetas,Sí,Sí
1728,Argentina,Tal vez,Inglaterra,Humor,Producto gratis,Sí,No
1729,México,Probablemente sí,México,Premios y sorteos,Sorteo de viajes,No,No
1730,Brasil,Definitivamente sí,Argentina,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1731,Argentina,Probablemente sí,Francia,Humor,Descuento directo,Sí,Sí
